Gen	theta_10NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGorOrang	theta_11NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGor	theta_12NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimp	theta_13NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMR	theta_14NeaDen	theta_15Yoruba_AFRSpain_EURChinese_EASPeru_AMR	theta_16Spain_EURChinese_EASPeru_AMR	theta_17Chinese_EASPeru_AMR	tau_10NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGorOrang	tau_11NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGor	tau_12NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimp	tau_13NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMR	tau_14NeaDen	tau_15Yoruba_AFRSpain_EURChinese_EASPeru_AMR	tau_16Spain_EURChinese_EASPeru_AMR	tau_17Chinese_EASPeru_AMR	lnL
10538	0.25252	0.0040716	0.0034901	0.0060263	0.0021	0.0018206	0.00033981	0.0010531	0.011943	0.0078668	0.0070841	0.0010147	0.0010143	0.00011577	5.393e-05	1.4907e-05	-16557448.831
10540	0.25221	0.0040667	0.0034921	0.0060263	0.0026856	0.0018206	0.00033981	0.0010531	0.011949	0.0078762	0.00708	0.0010147	0.0010143	0.00011577	5.393e-05	1.4907e-05	-16557340.900
10542	0.25213	0.0040688	0.0034908	0.006026	0.0021035	0.0018205	0.00033979	0.0010531	0.011948	0.0078713	0.0070819	0.0010147	0.0010143	0.00011576	5.3927e-05	1.4906e-05	-16557234.453
10544	0.25174	0.0040634	0.0034953	0.006026	0.0018133	0.0018205	0.00033979	0.0010531	0.011948	0.0078819	0.0070729	0.0010147	0.0010143	0.00011576	5.3927e-05	1.4906e-05	-16557653.338
10546	0.25244	0.0040706	0.0035045	0.0060349	0.0020455	0.0018232	0.00034029	0.0010546	0.011974	0.0078912	0.0070751	0.0010162	0.0010158	0.00011593	5.4007e-05	1.4928e-05	-16557872.307
10548	0.25258	0.0040645	0.0035031	0.0060349	0.001936	0.0018232	0.00034029	0.0010546	0.011982	0.007903	0.007078	0.0010162	0.0010158	0.00011593	5.4007e-05	1.4928e-05	-16558070.620
10550	0.25277	0.0040606	0.0035045	0.0060349	0.0021965	0.0018232	0.00034029	0.0010546	0.011974	0.0079105	0.0070752	0.0010162	0.0010158	0.00011593	5.4007e-05	1.4928e-05	-16557932.418
10552	0.25244	0.0040539	0.0035019	0.0060196	0.0021876	0.0018185	0.00033942	0.0010519	0.011957	0.0078832	0.0070444	0.0010136	0.0010132	0.00011564	5.3869e-05	1.489e-05	-16557763.327
10554	0.25326	0.0040665	0.0035044	0.0060314	0.0027311	0.0018221	0.00034009	0.001054	0.011973	0.0078898	0.007067	0.0010156	0.0010152	0.00011586	5.3975e-05	1.4919e-05	-16557760.507
10556	0.25328	0.004076	0.0035017	0.0060314	0.0026208	0.0018221	0.00034009	0.001054	0.011972	0.0078713	0.0070724	0.0010156	0.0010152	0.00011586	5.3975e-05	1.4919e-05	-16557861.774
10558	0.25397	0.0040749	0.0035093	0.0060362	0.0021744	0.0018236	0.00034036	0.0010549	0.011981	0.0078862	0.0070685	0.0010164	0.001016	0.00011596	5.4019e-05	1.4931e-05	-16557746.927
10560	0.25452	0.0040829	0.0035222	0.0060481	0.0027951	0.0018271	0.00034103	0.0010569	0.012005	0.0079017	0.0070703	0.0010184	0.001018	0.00011618	5.4125e-05	1.496e-05	-16557499.131
10562	0.25424	0.0040739	0.0035142	0.0060358	0.0024381	0.0018234	0.00034034	0.0010548	0.011988	0.0078871	0.0070576	0.0010163	0.0010159	0.00011595	5.4015e-05	1.493e-05	-16557230.933
10564	0.25466	0.0040811	0.003521	0.0060419	0.0026994	0.0018253	0.00034068	0.0010558	0.012004	0.0078888	0.0070582	0.0010173	0.0010169	0.00011606	5.4069e-05	1.4945e-05	-16557632.937
10566	0.25404	0.0040737	0.0035105	0.006033	0.0030679	0.0018226	0.00034018	0.0010543	0.011987	0.0078802	0.0070585	0.0010158	0.0010155	0.00011589	5.399e-05	1.4923e-05	-16557763.772
10568	0.2538	0.0040686	0.0035016	0.0060294	0.0033485	0.0018215	0.00033998	0.0010537	0.011977	0.0078804	0.007068	0.0010152	0.0010148	0.00011582	5.3957e-05	1.4914e-05	-16557875.455
10570	0.254	0.0040666	0.0035005	0.0060294	0.0034866	0.0018215	0.00033998	0.0010537	0.011977	0.0078844	0.0070702	0.0010152	0.0010148	0.00011582	5.3957e-05	1.4914e-05	-16557726.724
10572	0.25358	0.0040683	0.0034966	0.0060294	0.0034429	0.0018215	0.00033998	0.0010537	0.011976	0.007881	0.0070781	0.0010152	0.0010148	0.00011582	5.3957e-05	1.4914e-05	-16557481.978
10574	0.25297	0.0040587	0.0034907	0.0060193	0.0039838	0.0018184	0.00033941	0.0010519	0.011968	0.0078733	0.0070663	0.0010135	0.0010131	0.00011563	5.3867e-05	1.4889e-05	-16557833.329
10576	0.2521	0.0040436	0.0034801	0.0060039	0.0034974	0.0018138	0.00033854	0.0010492	0.011946	0.0078622	0.0070517	0.0010109	0.0010106	0.00011533	5.3729e-05	1.4851e-05	-16557843.627
10578	0.25202	0.004032	0.0034774	0.0060005	0.0032961	0.0018128	0.00033835	0.0010486	0.011938	0.0078761	0.0070492	0.0010104	0.00101	0.00011527	5.3699e-05	1.4843e-05	-16557746.887
10580	0.2526	0.0040308	0.003479	0.0060005	0.0034802	0.0018128	0.00033835	0.0010486	0.011937	0.0078784	0.0070459	0.0010104	0.00101	0.00011527	5.3699e-05	1.4843e-05	-16557763.697
10582	0.2527	0.0040379	0.0034811	0.0060005	0.0032774	0.0018128	0.00033835	0.0010486	0.011937	0.0078646	0.0070417	0.0010104	0.00101	0.00011527	5.3699e-05	1.4843e-05	-16557747.076
10584	0.25244	0.0040289	0.0034852	0.0060005	0.003761	0.0018128	0.00033835	0.0010486	0.011946	0.0078822	0.0070335	0.0010104	0.00101	0.00011527	5.3699e-05	1.4843e-05	-16557668.122
10586	0.25271	0.0040357	0.0034869	0.0060005	0.004052	0.0018128	0.00033835	0.0010486	0.011934	0.0078689	0.0070299	0.0010104	0.00101	0.00011527	5.3699e-05	1.4843e-05	-16557639.171
10588	0.25329	0.0040433	0.0034986	0.0060118	0.0032129	0.0018162	0.00033898	0.0010506	0.011948	0.0078836	0.0070329	0.0010123	0.0010119	0.00011549	5.38e-05	1.4871e-05	-16557604.343
10590	0.25374	0.0040471	0.0034947	0.0060118	0.0033218	0.0018162	0.00033898	0.0010506	0.011954	0.0078762	0.0070406	0.0010123	0.0010119	0.00011549	5.38e-05	1.4871e-05	-16557836.677
