Gen	theta_10NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGorOrang	theta_11NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGor	theta_12NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimp	theta_13NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMR	theta_14NeaDen	theta_15Yoruba_AFRSpain_EURChinese_EASPeru_AMR	theta_16Spain_EURChinese_EASPeru_AMR	theta_17Chinese_EASPeru_AMR	tau_10NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGorOrang	tau_11NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimpGor	tau_12NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMRChimp	tau_13NeaDenYoruba_AFRSpain_EURChinese_EASPeru_AMR	tau_14NeaDen	tau_15Yoruba_AFRSpain_EURChinese_EASPeru_AMR	tau_16Spain_EURChinese_EASPeru_AMR	tau_17Chinese_EASPeru_AMR	lnL
24988	0.25201	0.0041242	0.0034038	0.0063785	0.002622	0.0016251	0.00030395	0.00086841	0.012037	0.0079137	0.0071013	0.00087979	0.00087945	9.7489e-05	4.5324e-05	1.5736e-05	-16556442.240
24990	0.25184	0.0041242	0.0034062	0.0063785	0.0020694	0.0016251	0.00030395	0.00086841	0.012027	0.0079137	0.0070964	0.00087979	0.00087945	9.7489e-05	4.5324e-05	1.5736e-05	-16556471.679
24992	0.25262	0.004135	0.0034095	0.0063924	0.0020945	0.0016287	0.00030461	0.0008703	0.012053	0.0079274	0.0071204	0.0008817	0.00088137	9.7702e-05	4.5423e-05	1.577e-05	-16556645.199
24994	0.25262	0.0041395	0.0034089	0.0063924	0.0026247	0.0016287	0.00030461	0.0008703	0.012053	0.0079188	0.0071215	0.0008817	0.00088137	9.7702e-05	4.5423e-05	1.577e-05	-16556682.690
24996	0.25278	0.0041454	0.0034159	0.0063924	0.0024512	0.0016287	0.00030461	0.0008703	0.01205	0.0079075	0.007107	0.0008817	0.00088137	9.7702e-05	4.5423e-05	1.577e-05	-16556409.128
24998	0.25171	0.0041385	0.003412	0.0063761	0.0022272	0.0016245	0.00030383	0.00086809	0.012024	0.0078805	0.007079	0.00087947	0.00087913	9.7453e-05	4.5307e-05	1.573e-05	-16556493.141
25000	0.25178	0.0041401	0.0034229	0.0063895	0.0020207	0.001628	0.00030447	0.00075205	0.012053	0.0079106	0.0070862	0.00088132	0.00088098	9.7658e-05	4.5402e-05	1.8234e-05	-16556354.310
25002	0.25247	0.0041424	0.0034229	0.0063895	0.0024243	0.001628	0.00030447	0.00082671	0.01205	0.0079062	0.0070862	0.00088132	0.00088098	9.7658e-05	4.5402e-05	1.6587e-05	-16556278.125
25004	0.25371	0.0041474	0.0034255	0.0064014	0.002374	0.001631	0.00030504	0.00082824	0.012063	0.0079261	0.0071071	0.00088295	0.00088261	9.7839e-05	4.5486e-05	1.6618e-05	-16556311.777
25006	0.25349	0.0041403	0.0034237	0.0063931	0.0024372	0.0016289	0.00030464	0.00082718	0.012046	0.0079192	0.0070925	0.00088181	0.00088147	9.7713e-05	4.5428e-05	1.6596e-05	-16556585.625
25008	0.25373	0.00415	0.0034366	0.0064008	0.0019188	0.0016308	0.00030501	0.00082817	0.01206	0.0079197	0.007083	0.00088287	0.00088253	9.7831e-05	4.5483e-05	1.6616e-05	-16556647.029
25010	0.25426	0.0041555	0.0034366	0.0064008	0.0019269	0.0016308	0.00030501	0.00050793	0.012055	0.0079093	0.007083	0.00088287	0.00088253	9.7831e-05	4.5483e-05	2.7093e-05	-16556284.768
25012	0.254	0.004164	0.0034344	0.0064008	0.002321	0.0016308	0.00030501	0.00050793	0.012063	0.007893	0.0070874	0.00088287	0.00088253	9.7831e-05	4.5483e-05	2.7093e-05	-16556646.904
25014	0.25424	0.0041664	0.0034371	0.0064008	0.0017825	0.0016308	0.00030501	0.00050793	0.012055	0.0078885	0.007082	0.00088287	0.00088253	9.7831e-05	4.5483e-05	2.7093e-05	-16556311.135
25016	0.25487	0.0041705	0.0034337	0.0064008	0.0012817	0.0016308	0.00030501	0.00076082	0.012055	0.0078807	0.0070889	0.00088287	0.00088253	9.7831e-05	4.5483e-05	1.8087e-05	-16556591.528
25018	0.25375	0.0041685	0.0034357	0.0063919	0.0016488	0.0016286	0.00030459	0.00054153	0.012045	0.0078627	0.0070651	0.00088164	0.00088131	9.7695e-05	4.5419e-05	2.5341e-05	-16556424.036
25020	0.25392	0.004175	0.0034482	0.0064091	0.0012533	0.0016329	0.0003054	0.00054298	0.012078	0.0078925	0.0070773	0.00088401	0.00088367	9.7957e-05	4.5541e-05	2.5409e-05	-16556642.336
25022	0.2528	0.0041658	0.0034376	0.0063949	0.0012505	0.0016293	0.00030473	0.00054178	0.012051	0.007875	0.0070677	0.00088205	0.00088171	9.774e-05	4.544e-05	2.5353e-05	-16556389.523
25024	0.25308	0.0041631	0.0034433	0.0062264	0.0012625	0.0016293	0.00030473	0.00054178	0.012045	0.0078802	0.0070561	0.00088205	0.00088171	9.774e-05	4.544e-05	2.5353e-05	-16556715.353
25026	0.25298	0.0041646	0.0036044	0.0062264	0.0010626	0.0016293	0.00030473	0.00064313	0.012045	0.0078774	0.0070622	0.00088205	0.00088171	9.774e-05	4.544e-05	2.1357e-05	-16556291.878
25028	0.25308	0.0041603	0.0036072	0.0062264	0.0011019	0.0016293	0.00030473	0.00052773	0.012045	0.0078854	0.0070568	0.00088205	0.00088171	9.774e-05	4.544e-05	2.6028e-05	-16556384.301
25030	0.25276	0.004169	0.0036085	0.0062329	0.001103	0.001631	0.00030505	0.00078308	0.012066	0.0078853	0.0070691	0.00088297	0.00088263	9.7842e-05	4.5488e-05	1.7577e-05	-16556456.501
25032	0.25276	0.0041574	0.0036062	0.006226	0.0011069	0.0016292	0.00030471	0.00078221	0.012052	0.0078899	0.0070578	0.00088199	0.00088165	9.7733e-05	4.5437e-05	1.7558e-05	-16556138.124
25034	0.25361	0.0042682	0.003609	0.0062358	0.0011086	0.0016318	0.00030519	0.00078344	0.012071	0.0078913	0.0070745	0.00088338	0.00088304	9.7887e-05	4.5509e-05	1.7585e-05	-16556722.795
25036	0.25315	0.0042603	0.0036144	0.0062358	0.0016449	0.0016318	0.00030519	0.00078344	0.012074	0.007906	0.007064	0.00088338	0.00088304	9.7887e-05	4.5509e-05	1.7585e-05	-16556132.523
25038	0.25316	0.0041967	0.0036493	0.0062358	0.0021967	0.0016318	0.00030519	0.00078344	0.012068	0.0079073	0.007057	0.00088338	0.00088304	9.7887e-05	4.5509e-05	1.7585e-05	-16556476.669
25040	0.25313	0.0042068	0.0036459	0.0062358	0.0023083	0.0016318	0.00030519	0.00078344	0.012061	0.0078883	0.0070637	0.00088338	0.00088304	9.7887e-05	4.5509e-05	1.7585e-05	-16556684.016
25042	0.25318	0.0042068	0.0036404	0.0062358	0.0018849	0.0016318	0.00030519	0.00078344	0.012054	0.0078883	0.0070743	0.00088338	0.00088304	9.7887e-05	4.5509e-05	1.7585e-05	-16556874.241
25044	0.253	0.0042076	0.0036383	0.0062358	0.0023393	0.0016318	0.00030519	0.00054048	0.012054	0.0078869	0.0070784	0.00088338	0.00088304	9.7887e-05	4.5509e-05	2.549e-05	-16556767.499
25046	0.25295	0.0042052	0.0036425	0.0062358	0.0019615	0.0016318	0.00030519	0.000823	0.012054	0.0078914	0.0070702	0.00088338	0.00088304	9.7887e-05	4.5509e-05	1.674e-05	-16556502.322
25048	0.25287	0.0042017	0.003646	0.0062358	0.0014907	0.0016318	0.00030519	0.00074015	0.012062	0.007898	0.0070634	0.00088338	0.00088304	9.7887e-05	4.5509e-05	1.8614e-05	-16556542.142
25050	0.25307	0.0042065	0.0036398	0.0062358	0.0011905	0.0016318	0.00030519	0.00054564	0.012053	0.007889	0.0070755	0.00088338	0.00088304	9.7887e-05	4.5509e-05	2.5249e-05	-16556641.879
25052	0.25245	0.004197	0.0036399	0.0062217	0.0015389	0.0016281	0.0003045	0.00054441	0.012035	0.0078712	0.0070433	0.00088138	0.00088105	9.7666e-05	4.5406e-05	2.5192e-05	-16556598.389
25054	0.25213	0.0042016	0.0036323	0.0062217	0.0022565	0.0016281	0.0003045	0.00081049	0.012028	0.0078626	0.007058	0.00088138	0.00088105	9.7666e-05	4.5406e-05	1.6922e-05	-16556538.868
25056	0.25233	0.0042076	0.0036483	0.0062311	0.0020951	0.0016306	0.00030496	0.00053603	0.012046	0.0078752	0.0070484	0.00088272	0.00088238	9.7814e-05	4.5475e-05	2.5663e-05	-16556537.432
25058	0.25196	0.0042032	0.0036577	0.0062311	0.0023718	0.0016306	0.00030496	0.00053603	0.012051	0.0078833	0.0070303	0.00088272	0.00088238	9.7814e-05	4.5475e-05	2.5663e-05	-16556588.186
25060	0.25232	0.0042	0.0036551	0.0062311	0.0029729	0.0016306	0.00030496	0.00050373	0.012051	0.0078895	0.0070353	0.00088272	0.00088238	9.7814e-05	4.5475e-05	2.7309e-05	-16556649.356
25062	0.25294	0.0041999	0.0036519	0.0062311	0.0036115	0.0016306	0.00030496	0.00050373	0.01205	0.0078895	0.0070414	0.00088272	0.00088238	9.7814e-05	4.5475e-05	2.7309e-05	-16556397.291
25064	0.25329	0.0041916	0.0036462	0.0062311	0.0035541	0.0016306	0.00030496	0.00050373	0.01205	0.0079053	0.0070524	0.00088272	0.00088238	9.7814e-05	4.5475e-05	2.7309e-05	-16556709.788
25066	0.25417	0.0042078	0.0036593	0.0062454	0.0036775	0.0016343	0.00030566	0.00078041	0.012068	0.007911	0.0070595	0.00088474	0.00088441	9.8038e-05	4.5579e-05	1.7708e-05	-16556633.999
25068	0.2543	0.0042095	0.0036519	0.0062454	0.0033198	0.0016343	0.00030566	0.00078041	0.012064	0.0079078	0.0070738	0.00088474	0.00088441	9.8038e-05	4.5579e-05	1.7708e-05	-16556538.616
25070	0.25447	0.0042173	0.0036558	0.0062521	0.0034655	0.001636	0.00030598	0.00078124	0.012079	0.00791	0.0070814	0.00088569	0.00088535	9.8143e-05	4.5628e-05	1.7727e-05	-16556743.201
25072	0.25389	0.0042179	0.0036597	0.0062521	0.003395	0.001636	0.00030598	0.00049351	0.012079	0.0079088	0.0070739	0.00088569	0.00088535	9.8143e-05	4.5628e-05	2.8063e-05	-16556956.700
25074	0.25408	0.0042264	0.0036564	0.006257	0.0036848	0.0016373	0.00030622	0.00049389	0.012082	0.0079053	0.0070914	0.00088638	0.00088604	9.822e-05	4.5663e-05	2.8085e-05	-16556212.839
25076	0.25494	0.0042395	0.0036701	0.0062665	0.0030105	0.0016398	0.00030669	0.00049464	0.012093	0.007905	0.0070863	0.00088773	0.00088739	9.8369e-05	4.5733e-05	2.8127e-05	-16556251.779
25078	0.25436	0.0042348	0.0036669	0.0062573	0.0027067	0.0016374	0.00030624	0.00049392	0.012085	0.0078906	0.0070718	0.00088643	0.00088609	9.8225e-05	4.5666e-05	2.8086e-05	-16556622.855
25080	0.25319	0.004225	0.0036615	0.0062414	0.0026968	0.0016333	0.00030546	0.00049267	0.012058	0.0078686	0.0070462	0.00088418	0.00088384	9.7976e-05	4.555e-05	2.8015e-05	-16556306.289
25082	0.25346	0.0042338	0.0036726	0.0062603	0.0020161	0.0016382	0.00030639	0.00079869	0.012086	0.0078999	0.0070676	0.00088686	0.00088652	9.8273e-05	4.5688e-05	1.7386e-05	-16556257.967
25084	0.25302	0.004232	0.0036732	0.0062603	0.0020161	0.0016382	0.00030639	0.00079869	0.012082	0.0079034	0.0070665	0.00088686	0.00088652	9.8273e-05	4.5688e-05	1.7386e-05	-16556748.209
25086	0.25346	0.0042393	0.0036786	0.0062603	0.0021056	0.0016382	0.00030639	0.00079869	0.012082	0.0078898	0.007056	0.00088686	0.00088652	9.8273e-05	4.5688e-05	1.7386e-05	-16556621.435
25088	0.25392	0.004257	0.0036843	0.0062744	0.0023605	0.0016419	0.00030708	0.00069714	0.012104	0.0078924	0.0070769	0.00088885	0.00088851	9.8494e-05	4.5791e-05	2.0008e-05	-16556438.246
25090	0.25274	0.0042448	0.0036738	0.0062565	0.0029751	0.0016372	0.0003062	0.00047693	0.012072	0.0078698	0.0070566	0.00088631	0.00088597	9.8212e-05	4.566e-05	2.9078e-05	-16556621.057
25092	0.25296	0.0042481	0.0036663	0.0062565	0.0024489	0.0016372	0.0003062	0.00047693	0.01208	0.0078637	0.0070711	0.00088631	0.00088597	9.8212e-05	4.566e-05	2.9078e-05	-16556764.544
25094	0.25236	0.0042481	0.0036664	0.0062565	0.0021846	0.0016372	0.0003062	0.00047693	0.01208	0.0078637	0.0070708	0.00088631	0.00088597	9.8212e-05	4.566e-05	2.9078e-05	-16556268.527
25096	0.25268	0.0042558	0.0034788	0.0063761	0.002163	0.0016402	0.00030676	0.0004778	0.01209	0.007878	0.0070837	0.00088792	0.00088758	9.839e-05	4.5743e-05	2.9131e-05	-16555968.718
25098	0.25249	0.0042467	0.0034781	0.0063638	0.0028146	0.001637	0.00030616	0.00047687	0.012075	0.0078642	0.0070575	0.0008862	0.00088586	9.8199e-05	4.5654e-05	2.9075e-05	-16556488.932
25100	0.25275	0.0042584	0.0034851	0.0063758	0.00344	0.0016401	0.00030674	0.00047777	0.012102	0.0078723	0.0070699	0.00088787	0.00088753	9.8385e-05	4.574e-05	2.913e-05	-16556524.802
25102	0.25228	0.0042429	0.0034685	0.0063526	0.0028302	0.0016341	0.00030562	0.00047603	0.012068	0.0078436	0.0070522	0.00088464	0.0008843	9.8026e-05	4.5574e-05	2.9024e-05	-16556451.057
25104	0.25214	0.0042329	0.003468	0.0063526	0.0029488	0.0016341	0.00030562	0.00047603	0.012076	0.0078621	0.0070531	0.00088464	0.0008843	9.8026e-05	4.5574e-05	2.9024e-05	-16556510.795
25106	0.25216	0.0042254	0.0034604	0.0063452	0.0030276	0.0016322	0.00030527	0.00078183	0.01207	0.0078579	0.0070523	0.00088361	0.00088327	9.7913e-05	4.5521e-05	1.7631e-05	-16556496.293
25108	0.25237	0.0042302	0.0034551	0.0063452	0.0030924	0.0016322	0.00030527	0.00078183	0.012075	0.007849	0.0070631	0.00088361	0.00088327	9.7913e-05	4.5521e-05	1.7631e-05	-16556612.899
25110	0.25265	0.0042276	0.0034586	0.0063452	0.0025213	0.0016322	0.00030527	0.00078183	0.012068	0.0078537	0.0070559	0.00088361	0.00088327	9.7913e-05	4.5521e-05	1.7631e-05	-16556423.492
25112	0.25331	0.0042323	0.0034728	0.0063584	0.0025492	0.0016356	0.00032487	0.00078345	0.012088	0.0078777	0.0070564	0.00088545	0.00088511	9.8116e-05	4.2951e-05	1.7667e-05	-16556278.634
25114	0.25434	0.0042352	0.0034745	0.0063663	0.0031151	0.0016376	0.00032528	0.00052334	0.012097	0.0078918	0.0070705	0.00088655	0.00088621	9.8239e-05	4.3005e-05	2.6515e-05	-16556695.429
25116	0.25421	0.0042229	0.0034672	0.0063499	0.0031962	0.0016334	0.00032444	0.00068782	0.012065	0.0078742	0.0070489	0.00088427	0.00088393	9.7985e-05	4.2894e-05	2.007e-05	-16556723.807
25118	0.2534	0.0042219	0.0034633	0.0063499	0.0031948	0.0016334	0.00032444	0.00068782	0.012075	0.0078761	0.0070567	0.00088427	0.00088393	9.7985e-05	4.2894e-05	2.007e-05	-16556445.974
25120	0.25362	0.0042136	0.0034544	0.0063499	0.0031034	0.0016334	0.00032444	0.00068782	0.012073	0.0078915	0.007075	0.00088427	0.00088393	9.7985e-05	4.2894e-05	2.007e-05	-16556772.458
25122	0.25341	0.004224	0.0034541	0.0063499	0.0036557	0.0016334	0.00032444	0.00068782	0.012073	0.0078721	0.0070756	0.00088427	0.00088393	9.7985e-05	4.2894e-05	2.007e-05	-16556387.583
25124	0.25323	0.0042266	0.0034606	0.0063499	0.0035067	0.0016334	0.00032444	0.00068782	0.012065	0.0078672	0.0070622	0.00088427	0.00088393	9.7985e-05	4.2894e-05	2.007e-05	-16556205.976
25126	0.25334	0.0042334	0.0034533	0.0063499	0.0041093	0.0016334	0.00032444	0.00060325	0.012056	0.0078547	0.0070771	0.00088427	0.00088393	9.7985e-05	4.2894e-05	2.2884e-05	-16556161.268
25128	0.25367	0.0042386	0.0034546	0.0063578	0.0044336	0.0016354	0.00032484	0.00051465	0.012071	0.0078645	0.0070923	0.00088537	0.00088503	9.8107e-05	4.2947e-05	2.689e-05	-16555926.361
25130	0.25344	0.0042354	0.0034594	0.0063578	0.0049513	0.0016354	0.00032484	0.00051465	0.012079	0.0078704	0.0070824	0.00088537	0.00088503	9.8107e-05	4.2947e-05	2.689e-05	-16556149.942
25132	0.25456	0.0042435	0.0034621	0.0063722	0.0050406	0.0016391	0.00032558	0.00051581	0.012107	0.0078911	0.0071089	0.00088737	0.00088703	9.8329e-05	4.3044e-05	2.6951e-05	-16556358.392
25134	0.25457	0.0042345	0.003455	0.0063652	0.005419	0.0016374	0.00032522	0.00051525	0.012083	0.0078905	0.0071079	0.0008864	0.00088606	9.8222e-05	4.2997e-05	2.6921e-05	-16556497.921
25136	0.25413	0.0042257	0.0034475	0.0063553	0.0056804	0.0016348	0.00032472	0.00051445	0.012072	0.0078824	0.0071014	0.00088502	0.00088469	9.8069e-05	4.2931e-05	2.688e-05	-16556241.639
25138	0.25458	0.0042308	0.0034463	0.0063553	0.005907	0.0016348	0.00032472	0.0010068	0.012075	0.0078729	0.0071038	0.00088502	0.00088469	9.8069e-05	4.2931e-05	1.7239e-05	-16556416.033
25140	0.25373	0.0042226	0.0034349	0.0063437	0.0055722	0.0016318	0.00032413	0.00060985	0.012053	0.0078595	0.0071013	0.00088341	0.00088307	9.789e-05	4.2852e-05	2.623e-05	-16555996.739
25142	0.25361	0.0042296	0.0034528	0.006358	0.0055847	0.0016355	0.00032486	0.00061122	0.01208	0.0078818	0.0070964	0.0008854	0.00088506	9.8111e-05	4.2949e-05	2.6289e-05	-16556337.073
25144	0.25315	0.0042209	0.0034409	0.0063449	0.0055265	0.0016321	0.00032419	0.0009551	0.012047	0.0078655	0.0070915	0.00088357	0.00088323	9.7908e-05	4.286e-05	1.6754e-05	-16556181.283
25146	0.25333	0.0042206	0.0034427	0.0063532	0.0055102	0.0016343	0.00032461	0.00095636	0.012063	0.0078867	0.0071066	0.00088473	0.00088439	9.8037e-05	4.2916e-05	1.6776e-05	-16556123.045
25148	0.25322	0.0042131	0.003434	0.0063443	0.0049424	0.001632	0.00032416	0.00095502	0.012057	0.0078787	0.0071046	0.00088349	0.00088315	9.79e-05	4.2856e-05	1.6753e-05	-16556195.640
25150	0.25253	0.0042039	0.0034227	0.0063305	0.0050817	0.0016284	0.00032345	0.00095293	0.012031	0.0078614	0.0070969	0.00088156	0.00088122	9.7685e-05	4.2763e-05	1.6716e-05	-16556187.592
25152	0.25262	0.0042039	0.0034293	0.0063305	0.0044544	0.0016284	0.00032345	0.00095293	0.01203	0.0078614	0.0070832	0.00088156	0.00088122	9.7685e-05	4.2763e-05	1.6716e-05	-16556173.981
25154	0.25254	0.0042098	0.0034321	0.0063394	0.0044607	0.0016307	0.0003239	0.00095427	0.012047	0.0078725	0.0070973	0.0008828	0.00088246	9.7823e-05	4.2823e-05	1.674e-05	-16556351.043
25156	0.25311	0.0042188	0.0034413	0.0063529	0.0042981	0.0016342	0.0003246	0.0013085	0.012064	0.0078893	0.0071086	0.00088469	0.00088435	9.8032e-05	4.2914e-05	1.2261e-05	-16556223.591
25158	0.25295	0.0042125	0.0034384	0.0063475	0.0047429	0.0016328	0.00032432	0.0013074	0.012054	0.0078878	0.0071026	0.00088394	0.0008836	9.7949e-05	4.2878e-05	1.225e-05	-16556376.572
25160	0.25348	0.0042069	0.0034353	0.0063441	0.0049093	0.0016319	0.00032414	0.0013066	0.012041	0.0078896	0.0071013	0.00088346	0.00088312	9.7896e-05	4.2855e-05	1.2244e-05	-16556378.449
25162	0.25342	0.0042104	0.0034414	0.0063529	0.0053571	0.0016342	0.00032459	0.0013085	0.012051	0.0079049	0.0071083	0.00088468	0.00088434	9.8031e-05	4.2914e-05	1.2261e-05	-16556975.209
25164	0.25269	0.0042046	0.003438	0.0063402	0.0053465	0.0016309	0.00032395	0.0013059	0.012027	0.0078843	0.0070872	0.00088292	0.00088258	9.7837e-05	4.2829e-05	1.2236e-05	-16556731.350
25166	0.25285	0.0042046	0.0034325	0.0063402	0.0052228	0.0016309	0.00032395	0.0013059	0.012032	0.0078843	0.0070985	0.00088292	0.00088258	9.7837e-05	4.2829e-05	1.2236e-05	-16556321.338
25168	0.2538	0.0042054	0.0034436	0.0063522	0.0047123	0.001634	0.00032456	0.0012033	0.012055	0.0079127	0.0071023	0.00088459	0.00088425	9.8021e-05	4.291e-05	1.2259e-05	-16556395.014
25170	0.2533	0.0041973	0.003437	0.00634	0.0047151	0.0016309	0.00032394	0.001201	0.012032	0.0078974	0.0070887	0.00088289	0.00088255	9.7833e-05	4.2827e-05	1.2236e-05	-16556493.541
25172	0.25283	0.0041841	0.0034318	0.0063354	0.0052164	0.0016297	0.0003237	0.0012001	0.012033	0.0079108	0.007089	0.00088224	0.0008819	9.7761e-05	4.2796e-05	1.2227e-05	-16556445.355
25174	0.2533	0.0041825	0.0034318	0.0063354	0.0049899	0.0016297	0.0003237	0.0012001	0.012027	0.0079139	0.007089	0.00088224	0.0008819	9.7761e-05	4.2796e-05	1.2227e-05	-16556495.048
25176	0.25322	0.0041787	0.0034237	0.0063354	0.0046041	0.0016297	0.0003237	0.001055	0.012027	0.007921	0.0071057	0.00088224	0.0008819	9.7761e-05	4.2796e-05	1.2227e-05	-16556495.299
25178	0.25339	0.0041783	0.0034186	0.0063354	0.0044211	0.0016297	0.0003237	0.001055	0.012027	0.0079217	0.0071164	0.00088224	0.0008819	9.7761e-05	4.2796e-05	1.2227e-05	-16556566.035
25180	0.25394	0.0041793	0.0034197	0.0063354	0.0043655	0.0016297	0.0003237	0.001055	0.012025	0.00792	0.0071141	0.00088224	0.0008819	9.7761e-05	4.2796e-05	1.2227e-05	-16556357.014
25182	0.25368	0.0041855	0.0034291	0.0063354	0.0037649	0.0016297	0.0003237	0.001055	0.012042	0.0079082	0.0070947	0.00088224	0.0008819	9.7761e-05	4.2796e-05	1.2227e-05	-16556668.677
25184	0.25304	0.0041759	0.00342	0.0063163	0.0035456	0.0016248	0.00032273	0.00087645	0.012005	0.0078788	0.0070708	0.00087959	0.00087925	9.7467e-05	4.2667e-05	1.463e-05	-16556575.240
25186	0.25237	0.0041671	0.00352	0.0063085	0.0030298	0.0016228	0.00032233	0.00087536	0.012001	0.007876	0.0070731	0.0008785	0.00087817	9.7347e-05	4.2614e-05	1.4612e-05	-16556616.183
25188	0.25226	0.004163	0.0035162	0.0063085	0.0027559	0.0016228	0.00032233	0.00087536	0.012006	0.0078836	0.0070808	0.0008785	0.00087817	9.7347e-05	4.2614e-05	1.4612e-05	-16556835.662
25190	0.25276	0.004175	0.0035188	0.0063176	0.0027	0.0016251	0.00032279	0.00087662	0.012014	0.0078837	0.0070959	0.00087977	0.00087943	9.7487e-05	4.2676e-05	1.4633e-05	-16556436.112
25192	0.25309	0.0041838	0.0035311	0.0063308	0.0021426	0.0016285	0.00032347	0.00087845	0.012051	0.0079001	0.0071008	0.00088161	0.00088127	9.7691e-05	4.2765e-05	1.4663e-05	-16556445.176
25194	0.25287	0.0041742	0.0035194	0.0064466	0.0022992	0.0016273	0.00032323	0.00087782	0.012036	0.0079068	0.0071142	0.00088097	0.00088063	9.762e-05	4.2734e-05	1.4653e-05	-16556349.222
25196	0.25309	0.0041798	0.0035266	0.0064466	0.0024015	0.0016273	0.00032323	0.00087782	0.012028	0.0078961	0.0070996	0.00088097	0.00088063	9.762e-05	4.2734e-05	1.4653e-05	-16556475.524
25198	0.25228	0.0041725	0.0035147	0.0064273	0.0026883	0.0016225	0.00032227	0.0008752	0.011997	0.0078627	0.0070811	0.00087834	0.000878	9.7329e-05	4.2606e-05	1.4609e-05	-16556646.032
25200	0.25272	0.0041702	0.0035084	0.0064219	0.0022936	0.0016211	0.00032199	0.00087445	0.011987	0.0078536	0.0070817	0.00087759	0.00087725	9.7246e-05	4.257e-05	1.4597e-05	-16556614.282
25202	0.25269	0.004171	0.0035119	0.0064219	0.0027675	0.0016211	0.00032199	0.00069843	0.011994	0.0078522	0.0070747	0.00087759	0.00087725	9.7246e-05	4.257e-05	1.8275e-05	-16556688.270
25204	0.25331	0.004171	0.0035122	0.0064219	0.0022669	0.0016211	0.00032199	0.00041987	0.011986	0.0078522	0.0070741	0.00087759	0.00087725	9.7246e-05	4.257e-05	3.04e-05	-16556489.808
25206	0.25334	0.004165	0.0035179	0.0064219	0.0024716	0.0016211	0.00032199	0.00041987	0.011989	0.0078636	0.0070625	0.00087759	0.00087725	9.7246e-05	4.257e-05	3.04e-05	-16556771.503
25208	0.25273	0.0041626	0.0035206	0.0064219	0.0025059	0.0016211	0.00032199	0.00041987	0.011989	0.007868	0.0070572	0.00087759	0.00087725	9.7246e-05	4.257e-05	3.04e-05	-16556475.449
25210	0.25271	0.0041618	0.0035235	0.0064272	0.0024477	0.0016224	0.00032226	0.00042022	0.011986	0.0078826	0.0070631	0.00087832	0.00087798	9.7326e-05	4.2605e-05	3.0425e-05	-16556437.754
25212	0.25383	0.0041761	0.0035231	0.0064343	0.0025196	0.0016242	0.00032262	0.00042068	0.011995	0.0078731	0.0070797	0.00087929	0.00087896	9.7434e-05	4.2653e-05	3.0459e-05	-16556278.240
25214	0.25386	0.0041691	0.0035217	0.0064343	0.0025953	0.0016242	0.00032262	0.00042068	0.012009	0.0078864	0.0070824	0.00087929	0.00087896	9.7434e-05	4.2653e-05	3.0459e-05	-16556421.623
25216	0.25383	0.0041675	0.0035235	0.0064343	0.0022291	0.0016242	0.00032262	0.00042068	0.012009	0.0078893	0.0070788	0.00087929	0.00087896	9.7434e-05	4.2653e-05	3.0459e-05	-16556275.510
25218	0.25374	0.0041748	0.0035303	0.0064343	0.0021839	0.0016242	0.00032262	0.00042068	0.01202	0.0078755	0.0070652	0.00087929	0.00087896	9.7434e-05	4.2653e-05	3.0459e-05	-16556574.357
25220	0.2538	0.0041757	0.00354	0.006437	0.0021086	0.0016249	0.00032275	0.00042086	0.01203	0.0078804	0.0070518	0.00087966	0.00087933	9.7475e-05	4.2671e-05	3.0472e-05	-16556400.542
25222	0.25441	0.0041764	0.0035431	0.006445	0.0019871	0.0016269	0.00032315	0.00042138	0.012051	0.0078987	0.007063	0.00088075	0.00088042	9.7596e-05	4.2723e-05	3.051e-05	-16556494.691
25224	0.25437	0.0041823	0.0035464	0.0063071	0.0021551	0.0016269	0.00032315	0.00042138	0.012051	0.0078875	0.0070564	0.00088075	0.00088042	9.7596e-05	4.2723e-05	3.051e-05	-16556641.148
25226	0.25502	0.0041877	0.0034431	0.0063071	0.0025217	0.0016269	0.00032315	0.00042138	0.012046	0.0078773	0.0070457	0.00088075	0.00088042	9.7596e-05	4.2723e-05	3.051e-05	-16556682.275
25228	0.25464	0.0041872	0.0034365	0.0063098	0.0020882	0.0016276	0.00032329	0.00042156	0.012051	0.0078851	0.0070653	0.00088113	0.00088079	9.7638e-05	4.2742e-05	3.0523e-05	-16556704.955
25230	0.25431	0.0041806	0.0034299	0.006302	0.0016626	0.0016256	0.00032289	0.00042104	0.012036	0.0078779	0.0070613	0.00088004	0.0008797	9.7517e-05	4.2689e-05	3.0485e-05	-16556730.458
25232	0.25375	0.0041844	0.0034325	0.006302	0.0016451	0.0016256	0.00032289	0.00042104	0.012036	0.0078708	0.007056	0.00088004	0.0008797	9.7517e-05	4.2689e-05	3.0485e-05	-16556906.512
